"subject_id","X0__0","X1__0","X2__0","X0__1","X1__1","X2__1","X0__2","X1__2","X2__2","X0__3","X1__3","X2__3","X0__4","X1__4","X2__4","X0__5","X1__5","X2__5","X0__6","X1__6","X2__6","X0__7","X1__7","X2__7","X0__8","X1__8","X2__8","X0__9","X1__9","X2__9","X0__10","X1__10","X2__10","X0__11","X1__11","X2__11"
"503","2.0","2.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","0.0","2.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","1.0","1.0"
"504","2.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","1.0","1.0","0.0","2.0"
"505","1.0","1.0","1.0","2.0","0.0","2.0","1.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0","1.0"
"506","2.0","1.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","2.0","0.0","2.0","2.0","2.0","2.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","1.0","1.0"
"507","1.0","0.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","1.0","1.0","2.0","2.0","1.0","0.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","0.0","1.0"
"508","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","2.0","2.0","0.0","0.0"
"509","1.0","1.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0"
"510","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0","2.0","1.0","1.0","2.0","0.0"
"511","0.0","0.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","2.0","1.0","2.0","2.0","2.0","1.0","1.0","2.0"
"512","2.0","1.0","0.0","0.0","1.0","2.0","1.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","2.0","2.0","1.0","2.0","0.0","1.0","1.0","2.0","0.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0"
"513","1.0","0.0","1.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","1.0","1.0","0.0","2.0","2.0","2.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0"
"514","2.0","1.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","0.0","0.0","2.0","2.0","0.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0","0.0","1.0","2.0","0.0"
"515","1.0","2.0","1.0","2.0","2.0","0.0","1.0","0.0","2.0","1.0","1.0","2.0","0.0","1.0","1.0","0.0","1.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0"
"516","1.0","0.0","1.0","2.0","0.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","1.0","1.0","2.0","1.0"
"517","2.0","2.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0"
"518","2.0","0.0","2.0","0.0","2.0","0.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","0.0","1.0","1.0","2.0","0.0","2.0","1.0","2.0","0.0","1.0","0.0","1.0","2.0","0.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0"
"519","2.0","0.0","2.0","0.0","1.0","2.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","2.0","1.0","0.0","2.0","0.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","2.0","1.0"
"520","2.0","1.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","1.0","2.0","2.0","2.0","0.0","0.0","1.0","0.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0"
"521","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","1.0","1.0","1.0","0.0","2.0","0.0","2.0","2.0","2.0","0.0","2.0","0.0","2.0","0.0","2.0","2.0"
"522","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","0.0","1.0","2.0","1.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","2.0","1.0"
"523","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0"
"524","0.0","2.0","0.0","2.0","1.0","2.0","1.0","0.0","2.0","1.0","2.0","0.0","1.0","2.0","2.0","1.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","2.0","0.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","0.0","0.0"
"525","2.0","0.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","2.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0"
"526","2.0","0.0","2.0","0.0","2.0","2.0","0.0","1.0","1.0","0.0","1.0","2.0","0.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","1.0"
"527","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0"
"528","1.0","2.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","2.0"
"529","2.0","1.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0"
"530","1.0","0.0","1.0","2.0","1.0","0.0","1.0","1.0","2.0","2.0","2.0","1.0","0.0","2.0","0.0","2.0","1.0","2.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0"
"531","2.0","1.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","2.0","2.0","1.0","1.0","0.0","0.0","2.0"
"532","0.0","1.0","0.0","1.0","0.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","1.0","0.0","2.0","1.0","2.0","2.0","1.0","1.0"
"533","1.0","0.0","1.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","1.0","1.0","2.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0"
"534","0.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","2.0","0.0","1.0","1.0","2.0","0.0"
"535","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0"
"536","0.0","2.0","1.0","0.0","1.0","0.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","2.0","1.0","0.0","1.0","1.0","2.0","2.0","1.0","1.0","0.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","1.0"
"537","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","1.0","1.0","0.0","2.0","1.0","2.0","0.0"
"538","0.0","2.0","2.0","1.0","1.0","2.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","2.0","0.0","2.0","2.0","1.0","0.0","1.0"
"539","1.0","1.0","2.0","2.0","0.0","1.0","0.0","0.0","0.0","2.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0"
"540","1.0","1.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","1.0","2.0","2.0","1.0","1.0","0.0","1.0","2.0","0.0","0.0","1.0","0.0","1.0","0.0"
"541","1.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","2.0","1.0","0.0","2.0","1.0","0.0","2.0","2.0"
"542","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","1.0","2.0","0.0","0.0","0.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","2.0","2.0","0.0","1.0"
"543","2.0","0.0","1.0","0.0","2.0","2.0","1.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","1.0","0.0","1.0","1.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0"
"544","2.0","0.0","0.0","0.0","0.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","1.0","2.0","0.0","0.0","1.0","0.0","2.0","2.0","1.0","0.0","0.0","1.0","2.0","0.0","2.0","2.0","2.0","2.0","1.0","0.0"
"545","1.0","0.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","2.0","0.0","1.0"
"546","2.0","1.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","0.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","2.0","2.0","0.0","0.0","0.0","0.0","1.0","2.0","0.0","0.0","2.0","1.0","1.0","0.0","0.0"
"547","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","2.0"
"548","2.0","1.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","2.0","1.0","2.0"
"549","1.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0","2.0","0.0","2.0","1.0","1.0","0.0","0.0","1.0","0.0","2.0","2.0","0.0","0.0","0.0","2.0"
"550","1.0","0.0","0.0","1.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","1.0"
"551","2.0","0.0","1.0","0.0","2.0","2.0","1.0","0.0","2.0","0.0","1.0","1.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","1.0","1.0","1.0","2.0","2.0"
"552","2.0","0.0","0.0","0.0","2.0","0.0","0.0","1.0","0.0","2.0","2.0","2.0","1.0","2.0","2.0","0.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","1.0","0.0","0.0","2.0","2.0","0.0","2.0","0.0","2.0","2.0"
"553","2.0","0.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0","0.0","2.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","2.0","1.0","2.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","2.0"
"554","2.0","1.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","1.0","2.0","2.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0"
"555","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","0.0","0.0","2.0","1.0","0.0","2.0","2.0","1.0","1.0","2.0","2.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","2.0"
"556","2.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","2.0"
"557","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","2.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","2.0"
"558","2.0","0.0","0.0","2.0","2.0","1.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0"
"559","1.0","0.0","1.0","2.0","1.0","1.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","2.0","1.0","1.0","2.0","2.0","1.0","2.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","1.0","2.0","2.0"
"560","0.0","1.0","1.0","2.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","2.0","2.0","0.0","2.0","1.0","2.0","2.0","2.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0"
"561","1.0","1.0","1.0","2.0","0.0","0.0","2.0","1.0","2.0","1.0","0.0","1.0","2.0","1.0","1.0","0.0","2.0","1.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","1.0","2.0"
"562","0.0","2.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","2.0","2.0","2.0","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0"
"563","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","0.0"
"564","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0"
"565","0.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","1.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","0.0","1.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","0.0"
"566","0.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","2.0","2.0","2.0","0.0","2.0","2.0","2.0","2.0","2.0","1.0"
"567","0.0","0.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","1.0","2.0","1.0","1.0","0.0","2.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0"
"568","2.0","2.0","1.0","0.0","2.0","2.0","1.0","2.0","1.0","0.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","2.0","1.0","1.0","2.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0"
"569","1.0","0.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","0.0","2.0","0.0","1.0","1.0","0.0"
"570","2.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","0.0"
"571","2.0","1.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0","0.0","2.0","2.0","2.0","2.0","1.0"
"572","0.0","2.0","2.0","1.0","1.0","1.0","0.0","0.0","2.0","2.0","1.0","0.0","0.0","1.0","2.0","0.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","1.0","0.0","0.0","1.0","2.0","0.0","2.0","0.0","2.0","0.0"
"573","0.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","2.0","2.0","2.0","0.0","2.0","0.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0"
"574","1.0","2.0","1.0","2.0","2.0","2.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0","1.0","2.0","0.0"
"575","0.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","1.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","1.0"
"576","1.0","1.0","2.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","2.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","0.0"
"577","1.0","1.0","2.0","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","2.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","0.0","2.0","1.0","0.0","2.0","2.0","2.0","2.0","0.0","1.0","1.0","1.0","2.0","2.0"
"578","0.0","0.0","1.0","2.0","0.0","2.0","1.0","1.0","0.0","1.0","1.0","0.0","2.0","1.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0"
"579","2.0","1.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0"
"580","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","1.0","0.0","0.0","0.0","2.0","1.0","1.0","2.0","0.0","0.0","2.0","0.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","2.0"
"581","0.0","1.0","2.0","1.0","2.0","0.0","1.0","1.0","2.0","0.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0"
"582","0.0","0.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","2.0","2.0","1.0","0.0","2.0","2.0","0.0","2.0","1.0"
"583","0.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","2.0","1.0","0.0","0.0","2.0","0.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0","0.0","0.0"
"584","1.0","1.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","0.0","2.0","0.0","2.0","1.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0"
"585","2.0","0.0","2.0","0.0","2.0","0.0","2.0","1.0","2.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","2.0","2.0","1.0","2.0"
"586","0.0","0.0","2.0","1.0","0.0","2.0","1.0","2.0","2.0","0.0","2.0","2.0","1.0","0.0","0.0","0.0","0.0","1.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0"
"587","1.0","0.0","1.0","2.0","1.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0"
"588","1.0","1.0","2.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","2.0","0.0","2.0","1.0","2.0","0.0","1.0","2.0","2.0","1.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","2.0","1.0","0.0","1.0","1.0","0.0","2.0","1.0"
"589","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","0.0","0.0","1.0","0.0","2.0","0.0","1.0","2.0","2.0","1.0","2.0","0.0","0.0","0.0","1.0","0.0","2.0","2.0","2.0"
"590","1.0","1.0","2.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","1.0","2.0","0.0","2.0","1.0","1.0","1.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0"
"591","1.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","0.0","2.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","0.0","1.0","2.0","2.0","2.0","0.0","1.0","1.0","0.0","2.0","1.0"
"592","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","2.0","0.0","1.0","0.0","2.0","1.0","2.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","2.0","1.0"
"593","0.0","0.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0","1.0","2.0","0.0","2.0","2.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","2.0","2.0","2.0"
"594","1.0","1.0","1.0","2.0","1.0","2.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","2.0","2.0","2.0","1.0","0.0","2.0","2.0"
"595","1.0","1.0","1.0","0.0","0.0","2.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","1.0","0.0","2.0","1.0"
