"subject_id","X1__1","X2__1","X3__1","X4__1","X5__1","X6__1","X7__1","X8__1","X9__1","X10__1","X11__1","X12__1","X1__2","X2__2","X3__2","X4__2","X5__2","X6__2","X7__2","X8__2","X9__2","X10__2","X11__2","X12__2","X1__3","X2__3","X3__3","X4__3","X5__3","X6__3","X7__3","X8__3","X9__3","X10__3","X11__3","X12__3","X1__4","X2__4","X3__4","X4__4","X5__4","X6__4","X7__4","X8__4","X9__4","X10__4","X11__4","X12__4","X1__5","X2__5","X3__5","X4__5","X5__5","X6__5","X7__5","X8__5","X9__5","X10__5","X11__5","X12__5","X1__6","X2__6","X3__6","X4__6","X5__6","X6__6","X7__6","X8__6","X9__6","X10__6","X11__6","X12__6","X1__7","X2__7","X3__7","X4__7","X5__7","X6__7","X7__7","X8__7","X9__7","X10__7","X11__7","X12__7"
"274","3.0","3.0","3.0","2.0","1.0","0.0","0.0","2.0","2.0","3.0","2.0","1.0","3.0","3.0","3.0","2.0","1.0","0.0","0.0","2.0","2.0","3.0","3.0","0.0","3.0","2.0","3.0","2.0","1.0","0.0","1.0","3.0","2.0","3.0","2.0","0.0","3.0","2.0","3.0","2.0","1.0","0.0","0.0","3.0","2.0","2.0","3.0","0.0","3.0","2.0","3.0","2.0","1.0","0.0","1.0","3.0","2.0","2.0","2.0","0.0","3.0","2.0","2.0","2.0","1.0","0.0","1.0","3.0","2.0","2.0","2.0","0.0","3.0","2.0","2.0","2.0","1.0","0.0","1.0","3.0","2.0","1.0","2.0","1.0"
"275","3.0","2.0","3.0","2.0","0.0","1.0","1.0","3.0","2.0","2.0","3.0","0.0","3.0","2.0","3.0","2.0","0.0","1.0","1.0","3.0","2.0","1.0","3.0","0.0","3.0","2.0","3.0","2.0","0.0","2.0","1.0","3.0","1.0","1.0","3.0","0.0","3.0","2.0","3.0","2.0","1.0","1.0","1.0","3.0","1.0","1.0","3.0","0.0","3.0","2.0","3.0","2.0","1.0","1.0","2.0","3.0","1.0","1.0","3.0","0.0","3.0","2.0","3.0","2.0","0.0","1.0","3.0","3.0","1.0","2.0","2.0","0.0","3.0","2.0","3.0","2.0","0.0","2.0","3.0","3.0","1.0","1.0","2.0","0.0"
"276","3.0","3.0","3.0","3.0","0.0","1.0","2.0","3.0","3.0","2.0","3.0","0.0","3.0","3.0","3.0","3.0","0.0","2.0","2.0","3.0","3.0","1.0","3.0","1.0","3.0","2.0","3.0","2.0","0.0","1.0","1.0","3.0","2.0","1.0","3.0","1.0","3.0","2.0","3.0","3.0","0.0","1.0","1.0","3.0","2.0","1.0","3.0","1.0","3.0","2.0","3.0","3.0","0.0","1.0","1.0","3.0","2.0","1.0","3.0","1.0","3.0","3.0","3.0","3.0","0.0","1.0","2.0","3.0","2.0","1.0","3.0","1.0","3.0","2.0","3.0","3.0","0.0","2.0","2.0","3.0","2.0","0.0","3.0","1.0"
"277","3.0","2.0","3.0","2.0","0.0","1.0","3.0","3.0","2.0","2.0","2.0","1.0","3.0","2.0","3.0","2.0","0.0","2.0","3.0","3.0","2.0","1.0","2.0","1.0","3.0","2.0","3.0","2.0","0.0","2.0","2.0","3.0","2.0","0.0","3.0","1.0","3.0","2.0","3.0","3.0","0.0","2.0","2.0","2.0","2.0","0.0","3.0","2.0","3.0","2.0","2.0","3.0","1.0","2.0","2.0","2.0","1.0","0.0","1.0","3.0","3.0","2.0","3.0","3.0","2.0","3.0","2.0","3.0","1.0","0.0","2.0","2.0","3.0","1.0","3.0","3.0","2.0","3.0","1.0","2.0","1.0","0.0","3.0","2.0"
"278","3.0","3.0","3.0","2.0","0.0","0.0","2.0","2.0","1.0","3.0","2.0","1.0","3.0","3.0","3.0","2.0","0.0","0.0","2.0","2.0","1.0","3.0","3.0","1.0","3.0","3.0","3.0","2.0","0.0","0.0","2.0","2.0","2.0","3.0","3.0","1.0","3.0","3.0","3.0","2.0","0.0","0.0","2.0","2.0","2.0","3.0","2.0","1.0","3.0","3.0","3.0","2.0","0.0","0.0","2.0","2.0","2.0","3.0","1.0","2.0","3.0","3.0","3.0","2.0","0.0","0.0","1.0","2.0","2.0","1.0","1.0","2.0","3.0","3.0","3.0","2.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","2.0"
"279","3.0","3.0","3.0","2.0","0.0","0.0","3.0","3.0","1.0","2.0","3.0","0.0","3.0","3.0","3.0","2.0","0.0","1.0","3.0","3.0","1.0","1.0","2.0","1.0","3.0","2.0","3.0","2.0","1.0","1.0","3.0","3.0","1.0","0.0","2.0","1.0","3.0","2.0","3.0","2.0","1.0","2.0","3.0","3.0","1.0","0.0","2.0","1.0","3.0","2.0","3.0","2.0","1.0","2.0","2.0","3.0","0.0","0.0","2.0","0.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","3.0","0.0","0.0","2.0","0.0","3.0","2.0","3.0","3.0","2.0","3.0","2.0","3.0","0.0","0.0","1.0","0.0"
"280","3.0","3.0","3.0","1.0","0.0","0.0","3.0","2.0","1.0","3.0","2.0","0.0","3.0","3.0","3.0","2.0","0.0","0.0","3.0","2.0","1.0","3.0","2.0","0.0","3.0","3.0","3.0","2.0","0.0","0.0","3.0","2.0","0.0","3.0","3.0","0.0","3.0","3.0","3.0","2.0","0.0","0.0","3.0","3.0","0.0","2.0","3.0","0.0","3.0","2.0","3.0","2.0","1.0","1.0","1.0","3.0","0.0","2.0","3.0","0.0","3.0","2.0","3.0","2.0","1.0","1.0","2.0","2.0","0.0","2.0","3.0","1.0","3.0","2.0","3.0","3.0","1.0","2.0","2.0","2.0","0.0","1.0","3.0","1.0"
"281","3.0","2.0","3.0","1.0","2.0","2.0","0.0","3.0","2.0","0.0","0.0","1.0","3.0","1.0","3.0","1.0","1.0","3.0","0.0","3.0","2.0","0.0","0.0","1.0","3.0","1.0","3.0","3.0","1.0","3.0","0.0","3.0","3.0","0.0","0.0","1.0","3.0","1.0","2.0","3.0","0.0","3.0","1.0","2.0","2.0","0.0","1.0","1.0","3.0","1.0","2.0","3.0","1.0","3.0","0.0","2.0","2.0","0.0","1.0","2.0","3.0","2.0","2.0","3.0","2.0","3.0","0.0","1.0","2.0","0.0","2.0","3.0","3.0","2.0","2.0","3.0","2.0","3.0","1.0","0.0","2.0","0.0","1.0","3.0"
"282","1.0","3.0","1.0","3.0","0.0","0.0","3.0","2.0","3.0","0.0","3.0","1.0","1.0","3.0","2.0","2.0","0.0","1.0","3.0","2.0","2.0","1.0","3.0","1.0","1.0","3.0","2.0","2.0","0.0","0.0","3.0","2.0","2.0","1.0","3.0","2.0","2.0","3.0","3.0","2.0","1.0","0.0","3.0","2.0","1.0","1.0","3.0","3.0","2.0","3.0","2.0","3.0","1.0","1.0","3.0","2.0","1.0","0.0","3.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","3.0","1.0","0.0","3.0","3.0","2.0","3.0","2.0","2.0","3.0","2.0","1.0","2.0","1.0","0.0","3.0","3.0"
"283","1.0","3.0","3.0","2.0","0.0","0.0","2.0","3.0","2.0","3.0","3.0","1.0","1.0","3.0","3.0","2.0","1.0","0.0","3.0","3.0","1.0","3.0","3.0","1.0","0.0","3.0","3.0","2.0","1.0","0.0","3.0","3.0","1.0","3.0","3.0","0.0","1.0","3.0","3.0","2.0","1.0","0.0","3.0","3.0","1.0","3.0","2.0","1.0","1.0","3.0","3.0","2.0","1.0","1.0","3.0","3.0","1.0","2.0","2.0","1.0","1.0","3.0","3.0","2.0","2.0","1.0","3.0","3.0","1.0","1.0","2.0","1.0","1.0","3.0","2.0","2.0","2.0","2.0","2.0","3.0","1.0","0.0","2.0","0.0"
"284","3.0","1.0","3.0","2.0","1.0","1.0","1.0","3.0","2.0","1.0","1.0","2.0","3.0","1.0","3.0","2.0","1.0","1.0","2.0","3.0","2.0","1.0","0.0","3.0","3.0","1.0","3.0","2.0","1.0","2.0","2.0","3.0","3.0","1.0","0.0","3.0","3.0","0.0","3.0","2.0","1.0","3.0","1.0","3.0","2.0","0.0","0.0","2.0","3.0","1.0","3.0","2.0","1.0","3.0","1.0","2.0","3.0","0.0","1.0","2.0","3.0","1.0","3.0","3.0","1.0","3.0","1.0","2.0","2.0","0.0","1.0","2.0","3.0","1.0","3.0","3.0","2.0","3.0","1.0","2.0","2.0","0.0","1.0","3.0"
"285","3.0","3.0","3.0","3.0","3.0","1.0","0.0","3.0","1.0","2.0","3.0","0.0","3.0","3.0","3.0","3.0","3.0","0.0","0.0","3.0","1.0","1.0","2.0","0.0","3.0","3.0","3.0","3.0","3.0","1.0","0.0","3.0","1.0","1.0","3.0","0.0","3.0","3.0","3.0","3.0","2.0","2.0","0.0","2.0","2.0","1.0","2.0","1.0","3.0","2.0","3.0","2.0","2.0","3.0","0.0","2.0","2.0","1.0","1.0","1.0","3.0","2.0","3.0","2.0","2.0","3.0","0.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0","3.0","2.0","2.0","3.0","0.0","2.0","2.0","0.0","1.0","0.0"
"286","1.0","3.0","2.0","2.0","1.0","0.0","2.0","3.0","2.0","1.0","1.0","0.0","2.0","3.0","2.0","2.0","1.0","0.0","2.0","3.0","3.0","0.0","1.0","0.0","2.0","3.0","3.0","2.0","1.0","1.0","1.0","3.0","3.0","0.0","0.0","1.0","3.0","3.0","3.0","2.0","1.0","2.0","1.0","2.0","3.0","0.0","0.0","2.0","3.0","3.0","3.0","2.0","2.0","2.0","0.0","2.0","2.0","0.0","0.0","1.0","3.0","2.0","2.0","2.0","3.0","3.0","0.0","2.0","1.0","0.0","0.0","0.0","3.0","2.0","3.0","3.0","3.0","3.0","0.0","1.0","2.0","0.0","0.0","0.0"
"287","3.0","2.0","2.0","3.0","0.0","1.0","2.0","3.0","3.0","3.0","0.0","1.0","3.0","2.0","2.0","3.0","1.0","2.0","2.0","3.0","3.0","2.0","0.0","2.0","3.0","1.0","2.0","2.0","1.0","2.0","3.0","3.0","2.0","2.0","0.0","2.0","3.0","1.0","2.0","3.0","1.0","2.0","3.0","2.0","2.0","2.0","0.0","1.0","3.0","1.0","3.0","3.0","2.0","3.0","3.0","1.0","1.0","3.0","0.0","0.0","3.0","1.0","3.0","3.0","2.0","3.0","2.0","0.0","1.0","3.0","0.0","0.0","3.0","1.0","3.0","3.0","2.0","3.0","2.0","0.0","1.0","1.0","0.0","2.0"
"288","3.0","0.0","3.0","3.0","0.0","3.0","2.0","2.0","3.0","2.0","0.0","1.0","3.0","0.0","3.0","3.0","0.0","3.0","1.0","1.0","3.0","2.0","0.0","1.0","3.0","0.0","3.0","3.0","0.0","3.0","1.0","1.0","3.0","2.0","0.0","1.0","3.0","1.0","3.0","3.0","0.0","3.0","1.0","1.0","3.0","1.0","0.0","1.0","3.0","0.0","3.0","3.0","0.0","3.0","1.0","1.0","3.0","0.0","0.0","0.0","3.0","0.0","3.0","2.0","0.0","3.0","0.0","1.0","3.0","0.0","0.0","0.0","3.0","0.0","3.0","3.0","0.0","3.0","0.0","0.0","3.0","0.0","0.0","1.0"
"289","3.0","1.0","3.0","3.0","0.0","3.0","3.0","2.0","3.0","2.0","1.0","0.0","3.0","1.0","3.0","2.0","0.0","2.0","3.0","2.0","3.0","2.0","1.0","1.0","3.0","2.0","3.0","2.0","0.0","2.0","3.0","2.0","3.0","2.0","1.0","0.0","3.0","2.0","3.0","2.0","0.0","2.0","3.0","2.0","3.0","1.0","0.0","1.0","2.0","2.0","3.0","2.0","0.0","2.0","3.0","1.0","3.0","0.0","0.0","3.0","3.0","2.0","3.0","3.0","0.0","2.0","3.0","1.0","3.0","0.0","0.0","3.0","3.0","1.0","2.0","3.0","0.0","3.0","3.0","0.0","3.0","0.0","0.0","3.0"
"290","2.0","2.0","3.0","2.0","1.0","1.0","1.0","3.0","1.0","1.0","3.0","0.0","3.0","3.0","3.0","1.0","1.0","1.0","1.0","3.0","1.0","1.0","3.0","0.0","2.0","3.0","3.0","1.0","0.0","1.0","1.0","3.0","1.0","1.0","2.0","0.0","2.0","3.0","3.0","0.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","0.0","2.0","3.0","3.0","0.0","1.0","2.0","0.0","3.0","2.0","0.0","1.0","0.0","3.0","2.0","3.0","1.0","1.0","3.0","0.0","3.0","2.0","0.0","1.0","0.0","2.0","1.0","3.0","1.0","1.0","3.0","0.0","3.0","2.0","0.0","2.0","0.0"
"291","3.0","2.0","3.0","2.0","1.0","2.0","3.0","3.0","0.0","1.0","0.0","0.0","3.0","2.0","3.0","2.0","1.0","2.0","3.0","3.0","0.0","1.0","1.0","0.0","3.0","2.0","3.0","2.0","1.0","1.0","3.0","3.0","0.0","1.0","1.0","0.0","3.0","2.0","3.0","2.0","1.0","2.0","3.0","3.0","0.0","0.0","2.0","0.0","3.0","1.0","3.0","3.0","1.0","2.0","3.0","3.0","0.0","0.0","1.0","0.0","3.0","1.0","3.0","3.0","1.0","2.0","3.0","2.0","0.0","0.0","1.0","2.0","3.0","0.0","3.0","3.0","1.0","2.0","2.0","2.0","0.0","0.0","2.0","2.0"
"292","2.0","2.0","3.0","3.0","1.0","0.0","3.0","2.0","2.0","3.0","1.0","2.0","3.0","2.0","2.0","3.0","0.0","1.0","3.0","1.0","2.0","2.0","0.0","2.0","3.0","2.0","2.0","3.0","0.0","1.0","3.0","0.0","3.0","0.0","0.0","3.0","2.0","2.0","3.0","3.0","1.0","2.0","3.0","0.0","2.0","0.0","1.0","3.0","2.0","1.0","3.0","3.0","1.0","2.0","3.0","1.0","2.0","0.0","1.0","3.0","2.0","1.0","2.0","3.0","1.0","3.0","3.0","1.0","2.0","0.0","1.0","3.0","2.0","1.0","2.0","3.0","1.0","3.0","2.0","1.0","1.0","0.0","3.0","3.0"
"293","3.0","3.0","3.0","3.0","0.0","0.0","0.0","2.0","3.0","3.0","2.0","0.0","3.0","3.0","3.0","3.0","0.0","1.0","0.0","3.0","3.0","2.0","1.0","0.0","3.0","3.0","2.0","3.0","0.0","1.0","0.0","3.0","3.0","1.0","1.0","0.0","3.0","3.0","1.0","3.0","0.0","0.0","0.0","2.0","3.0","1.0","0.0","0.0","3.0","3.0","1.0","3.0","1.0","2.0","0.0","2.0","3.0","0.0","0.0","0.0","3.0","3.0","1.0","2.0","1.0","2.0","0.0","3.0","2.0","0.0","0.0","0.0","3.0","3.0","1.0","3.0","1.0","3.0","0.0","3.0","2.0","0.0","0.0","0.0"
"294","2.0","3.0","3.0","1.0","2.0","0.0","0.0","3.0","3.0","3.0","2.0","0.0","2.0","2.0","3.0","1.0","3.0","0.0","1.0","3.0","3.0","3.0","1.0","0.0","3.0","2.0","3.0","1.0","2.0","1.0","0.0","3.0","3.0","2.0","0.0","0.0","3.0","3.0","3.0","1.0","2.0","1.0","0.0","3.0","3.0","1.0","1.0","0.0","3.0","3.0","3.0","1.0","2.0","2.0","0.0","3.0","3.0","1.0","1.0","0.0","3.0","3.0","3.0","2.0","1.0","2.0","0.0","3.0","3.0","1.0","1.0","0.0","3.0","3.0","3.0","1.0","2.0","3.0","0.0","3.0","2.0","0.0","1.0","0.0"
"295","2.0","3.0","3.0","1.0","1.0","0.0","1.0","3.0","2.0","3.0","3.0","1.0","2.0","3.0","3.0","1.0","1.0","0.0","1.0","3.0","2.0","2.0","3.0","0.0","2.0","3.0","3.0","1.0","1.0","0.0","1.0","3.0","2.0","2.0","3.0","0.0","2.0","3.0","3.0","2.0","1.0","0.0","1.0","3.0","1.0","3.0","3.0","1.0","2.0","3.0","3.0","2.0","1.0","0.0","2.0","3.0","1.0","3.0","3.0","1.0","2.0","3.0","3.0","1.0","2.0","0.0","1.0","3.0","1.0","3.0","3.0","1.0","2.0","2.0","3.0","1.0","3.0","0.0","0.0","3.0","0.0","3.0","3.0","1.0"
"296","3.0","3.0","3.0","1.0","1.0","1.0","1.0","3.0","2.0","1.0","2.0","2.0","3.0","2.0","3.0","1.0","2.0","2.0","0.0","3.0","2.0","1.0","2.0","2.0","3.0","2.0","3.0","2.0","1.0","3.0","0.0","2.0","3.0","1.0","2.0","2.0","3.0","1.0","3.0","2.0","1.0","3.0","0.0","2.0","3.0","0.0","2.0","2.0","3.0","2.0","3.0","2.0","2.0","3.0","0.0","1.0","3.0","0.0","2.0","3.0","3.0","2.0","3.0","1.0","3.0","3.0","0.0","1.0","2.0","1.0","3.0","3.0","3.0","2.0","3.0","2.0","3.0","3.0","0.0","0.0","2.0","1.0","3.0","3.0"
"297","3.0","3.0","3.0","3.0","1.0","1.0","0.0","2.0","3.0","3.0","1.0","0.0","3.0","2.0","3.0","3.0","1.0","1.0","0.0","2.0","2.0","2.0","0.0","0.0","3.0","2.0","3.0","3.0","1.0","2.0","0.0","0.0","2.0","2.0","0.0","1.0","3.0","2.0","3.0","3.0","2.0","2.0","0.0","0.0","2.0","2.0","0.0","1.0","3.0","1.0","3.0","3.0","2.0","3.0","0.0","1.0","2.0","2.0","0.0","0.0","3.0","1.0","3.0","3.0","1.0","3.0","0.0","0.0","2.0","1.0","0.0","0.0","3.0","1.0","3.0","3.0","2.0","3.0","0.0","0.0","2.0","0.0","0.0","1.0"
"298","3.0","2.0","2.0","3.0","0.0","3.0","1.0","2.0","3.0","0.0","1.0","2.0","3.0","3.0","3.0","3.0","0.0","3.0","1.0","2.0","3.0","0.0","1.0","2.0","3.0","3.0","2.0","3.0","0.0","3.0","1.0","1.0","2.0","0.0","2.0","3.0","3.0","2.0","2.0","3.0","1.0","3.0","1.0","0.0","2.0","0.0","3.0","3.0","3.0","2.0","2.0","3.0","1.0","3.0","0.0","0.0","1.0","0.0","3.0","3.0","3.0","2.0","2.0","3.0","2.0","3.0","0.0","1.0","1.0","0.0","3.0","3.0","3.0","1.0","3.0","3.0","2.0","3.0","0.0","1.0","1.0","0.0","3.0","2.0"
"299","3.0","3.0","3.0","2.0","2.0","1.0","1.0","3.0","2.0","3.0","2.0","0.0","3.0","3.0","3.0","3.0","2.0","1.0","0.0","2.0","1.0","3.0","3.0","0.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0","0.0","3.0","3.0","0.0","3.0","3.0","2.0","2.0","3.0","3.0","1.0","1.0","0.0","2.0","3.0","0.0","3.0","3.0","3.0","2.0","3.0","3.0","2.0","1.0","0.0","2.0","3.0","0.0","3.0","3.0","2.0","3.0","2.0","3.0","2.0","1.0","0.0","2.0","3.0","0.0","3.0","3.0","2.0","3.0","3.0","3.0","3.0","1.0","0.0","1.0","3.0","1.0"
"300","3.0","3.0","3.0","2.0","0.0","2.0","0.0","3.0","3.0","1.0","2.0","0.0","3.0","3.0","2.0","2.0","1.0","2.0","0.0","3.0","3.0","0.0","2.0","0.0","3.0","2.0","3.0","2.0","2.0","2.0","1.0","2.0","2.0","0.0","0.0","1.0","3.0","2.0","3.0","2.0","2.0","3.0","0.0","2.0","2.0","0.0","0.0","1.0","3.0","2.0","3.0","2.0","2.0","3.0","0.0","3.0","2.0","0.0","1.0","0.0","3.0","2.0","3.0","3.0","3.0","3.0","0.0","2.0","1.0","0.0","1.0","0.0","3.0","2.0","2.0","3.0","3.0","3.0","0.0","2.0","1.0","0.0","2.0","1.0"
"301","2.0","3.0","3.0","2.0","2.0","0.0","1.0","3.0","2.0","3.0","3.0","2.0","2.0","3.0","3.0","2.0","2.0","0.0","1.0","3.0","2.0","3.0","3.0","2.0","2.0","3.0","3.0","2.0","2.0","0.0","1.0","3.0","2.0","2.0","2.0","1.0","2.0","3.0","3.0","2.0","2.0","1.0","1.0","3.0","2.0","2.0","2.0","1.0","2.0","3.0","3.0","3.0","2.0","2.0","1.0","3.0","2.0","2.0","1.0","1.0","2.0","3.0","3.0","2.0","3.0","2.0","1.0","3.0","2.0","1.0","1.0","1.0","2.0","2.0","3.0","3.0","3.0","2.0","0.0","2.0","2.0","1.0","1.0","1.0"
"302","2.0","2.0","2.0","0.0","1.0","2.0","1.0","3.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","0.0","1.0","2.0","1.0","2.0","2.0","0.0","1.0","1.0","2.0","2.0","1.0","0.0","2.0","2.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","2.0","1.0","1.0","2.0","2.0","1.0","1.0","2.0","0.0","0.0","2.0","2.0","2.0","1.0","1.0","3.0","2.0","1.0","1.0","2.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","3.0","2.0","0.0","1.0","1.0","0.0","0.0","2.0","2.0","1.0","1.0","2.0","3.0","2.0","0.0","1.0","0.0","0.0","0.0","1.0"
"303","0.0","0.0","3.0","0.0","0.0","2.0","1.0","3.0","1.0","0.0","3.0","2.0","0.0","0.0","3.0","0.0","0.0","2.0","1.0","3.0","1.0","0.0","2.0","2.0","0.0","0.0","3.0","0.0","0.0","2.0","1.0","3.0","1.0","0.0","2.0","3.0","0.0","0.0","3.0","0.0","1.0","2.0","0.0","3.0","1.0","0.0","1.0","3.0","1.0","0.0","3.0","0.0","1.0","2.0","0.0","2.0","1.0","0.0","1.0","3.0","0.0","0.0","3.0","1.0","2.0","3.0","0.0","2.0","1.0","0.0","1.0","3.0","0.0","0.0","3.0","1.0","3.0","3.0","0.0","1.0","1.0","0.0","1.0","3.0"
"304","0.0","0.0","3.0","0.0","0.0","1.0","1.0","3.0","2.0","1.0","3.0","1.0","0.0","0.0","3.0","0.0","0.0","1.0","1.0","3.0","2.0","0.0","3.0","2.0","0.0","0.0","3.0","0.0","0.0","1.0","1.0","3.0","2.0","0.0","2.0","2.0","0.0","0.0","3.0","0.0","0.0","1.0","0.0","3.0","2.0","0.0","2.0","2.0","0.0","0.0","3.0","0.0","1.0","2.0","0.0","3.0","1.0","0.0","2.0","2.0","0.0","0.0","3.0","0.0","1.0","2.0","0.0","3.0","1.0","0.0","2.0","3.0","0.0","0.0","3.0","0.0","2.0","2.0","0.0","3.0","1.0","0.0","2.0","3.0"
"305","0.0","1.0","3.0","0.0","0.0","0.0","0.0","3.0","2.0","2.0","2.0","1.0","0.0","1.0","3.0","0.0","0.0","0.0","1.0","3.0","2.0","1.0","1.0","2.0","0.0","1.0","3.0","0.0","0.0","0.0","1.0","3.0","2.0","1.0","1.0","2.0","0.0","1.0","3.0","0.0","1.0","0.0","1.0","3.0","2.0","0.0","1.0","2.0","0.0","0.0","3.0","0.0","1.0","0.0","1.0","3.0","1.0","0.0","1.0","3.0","0.0","0.0","3.0","0.0","2.0","1.0","1.0","3.0","1.0","0.0","0.0","3.0","0.0","0.0","2.0","1.0","2.0","1.0","1.0","2.0","1.0","0.0","0.0","3.0"
"306","0.0","1.0","3.0","0.0","0.0","0.0","2.0","3.0","1.0","1.0","2.0","1.0","0.0","1.0","3.0","0.0","0.0","0.0","2.0","3.0","1.0","1.0","2.0","2.0","0.0","1.0","3.0","0.0","1.0","1.0","2.0","3.0","1.0","0.0","1.0","2.0","0.0","1.0","2.0","0.0","1.0","1.0","2.0","3.0","1.0","0.0","1.0","3.0","0.0","1.0","2.0","1.0","2.0","1.0","1.0","2.0","1.0","0.0","1.0","3.0","0.0","0.0","2.0","1.0","2.0","1.0","1.0","2.0","1.0","0.0","1.0","3.0","0.0","0.0","2.0","1.0","3.0","1.0","1.0","2.0","0.0","0.0","1.0","3.0"
"307","1.0","2.0","2.0","0.0","1.0","2.0","2.0","3.0","1.0","0.0","2.0","1.0","1.0","2.0","2.0","1.0","1.0","2.0","2.0","3.0","1.0","0.0","2.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","3.0","1.0","0.0","2.0","1.0","3.0","1.0","2.0","0.0","2.0","2.0","1.0","2.0","0.0","0.0","1.0","2.0","3.0","0.0","1.0","2.0","2.0","2.0","1.0","2.0","0.0","0.0","2.0","2.0","3.0","0.0","2.0","2.0","2.0","3.0","0.0","1.0","0.0","0.0","3.0","2.0","3.0","0.0","2.0","2.0","3.0","3.0","0.0","1.0","0.0","0.0","3.0","2.0"
"308","0.0","1.0","2.0","0.0","0.0","1.0","3.0","3.0","1.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","1.0","3.0","3.0","0.0","1.0","3.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","3.0","2.0","0.0","1.0","3.0","3.0","1.0","1.0","2.0","1.0","1.0","1.0","3.0","2.0","0.0","0.0","2.0","3.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0","3.0","1.0","0.0","1.0","1.0","2.0","1.0","2.0","1.0","0.0","0.0","3.0","3.0","1.0","0.0","1.0","2.0","2.0","2.0","1.0","1.0","0.0","0.0","3.0","3.0"
"309","0.0","0.0","2.0","0.0","1.0","0.0","3.0","3.0","1.0","2.0","2.0","3.0","0.0","0.0","2.0","0.0","1.0","1.0","2.0","3.0","1.0","1.0","2.0","3.0","0.0","0.0","2.0","0.0","1.0","1.0","2.0","3.0","1.0","1.0","2.0","3.0","0.0","0.0","2.0","0.0","2.0","1.0","2.0","2.0","1.0","0.0","2.0","3.0","0.0","0.0","2.0","0.0","2.0","1.0","2.0","2.0","1.0","0.0","2.0","3.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","1.0","1.0","0.0","1.0","3.0","0.0","0.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","0.0","1.0","3.0"
"310","0.0","1.0","3.0","0.0","1.0","0.0","2.0","3.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","0.0","1.0","0.0","3.0","3.0","0.0","1.0","2.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","3.0","2.0","0.0","1.0","2.0","3.0","0.0","1.0","1.0","1.0","2.0","1.0","3.0","2.0","0.0","1.0","2.0","3.0","0.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","0.0","1.0","2.0","3.0","0.0","1.0","2.0","1.0","3.0","1.0","2.0","1.0","0.0","1.0","2.0","3.0","0.0","0.0","1.0","1.0","3.0","1.0","2.0","1.0","0.0","0.0","2.0","3.0"
"311","0.0","0.0","3.0","0.0","1.0","1.0","1.0","3.0","0.0","1.0","3.0","0.0","0.0","0.0","3.0","0.0","1.0","1.0","1.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","0.0","1.0","1.0","1.0","3.0","0.0","0.0","3.0","1.0","0.0","0.0","3.0","0.0","2.0","1.0","1.0","3.0","0.0","0.0","3.0","1.0","0.0","0.0","2.0","0.0","2.0","1.0","0.0","3.0","0.0","0.0","3.0","1.0","0.0","0.0","2.0","0.0","3.0","2.0","0.0","3.0","0.0","0.0","3.0","1.0","0.0","0.0","2.0","0.0","3.0","2.0","0.0","3.0","0.0","0.0","3.0","2.0"
"312","0.0","0.0","2.0","0.0","0.0","2.0","2.0","3.0","1.0","0.0","2.0","3.0","0.0","0.0","2.0","0.0","1.0","2.0","2.0","3.0","1.0","0.0","2.0","3.0","0.0","0.0","2.0","0.0","1.0","2.0","1.0","3.0","1.0","0.0","2.0","3.0","0.0","0.0","2.0","0.0","1.0","2.0","1.0","2.0","1.0","0.0","2.0","3.0","0.0","0.0","2.0","0.0","2.0","2.0","1.0","2.0","0.0","0.0","2.0","3.0","0.0","0.0","2.0","1.0","2.0","2.0","1.0","2.0","0.0","0.0","3.0","3.0","0.0","0.0","2.0","1.0","3.0","2.0","1.0","1.0","0.0","1.0","3.0","3.0"
